123,1
99,1
174,1
333,1
396,1
294,1
244,1
281,1
32,1
361,1
40,1
22,1
261,1
303,1
175,1
34,1
152,1
343,1
92,1
301,1
170,1
325,1
304,1
91,1
146,1
119,1
190,1
319,1
112,1
127,1
241,1
165,1
306,1
35,1
6,1
265,1
336,1
121,1
271,1
390,1
228,1
160,1
236,1
55,1
376,1
148,1
3,1
358,1
96,1
166,1
320,1
136,1
269,1
68,1
16,1
140,1
135,1
69,1
310,1
115,1
369,1
11,1
399,1
101,1
54,1
105,1
335,1
296,1
176,1
218,1
360,1
30,1
321,1
357,1
400,1
133,1
291,1
186,1
149,1
224,1
45,1
184,1
365,1
373,1
216,1
77,1
280,1
338,1
211,1
235,1
60,1
217,1
378,1
219,1
113,1
214,1
254,1
171,1
249,1
147,1
292,1
150,1
163,1
74,1
78,1
381,1
72,1
62,1
70,1
229,1
129,1
394,1
266,1
232,1
242,1
107,1
134,1
384,1
345,1
51,1
33,1
7,1
86,1
382,1
331,1
182,1
237,1
212,1
351,1
196,1
221,1
103,1
398,1
38,1
238,1
278,1
267,1
100,1
157,1
340,1
58,1
388,1
76,1
205,1
143,1
81,1
172,1
259,1
187,1
366,1
159,1
337,1
372,1
202,1
89,1
42,1
379,1
162,1
322,1
28,1
258,1
326,1
128,1
145,1
164,1
230,1
328,1
151,1
349,1
17,1
346,1
401,1
239,1
397,1
374,1
223,1
131,1
332,1
317,1
220,1
194,1
41,1
227,1
120,1
47,1
195,1
111,1
180,1
316,1
250,1
367,1
98,1
213,1
300,1
80,1
284,1
375,1
14,1
193,1
247,1
255,1
156,1
339,1
46,1
295,1
155,1
273,1
56,1
283,1
299,1
63,1
240,1
197,1
198,1
144,1
312,1
253,1
305,1
327,1
104,1
93,1
204,1
117,1
354,1
252,1
8,1
181,1
67,1
347,1
84,1
139,1
208,1
362,1
90,1
97,1
169,1
290,1
248,1
138,1
380,1
389,2
83,2
59,2
210,2
377,2
395,2
231,2
106,2
233,2
286,2
79,2
383,2
287,2
142,2
209,2
256,2
188,2
330,2
5,2
201,2
371,2
48,2
179,2
314,2
177,2
272,2
108,2
53,2
29,2
21,2
329,2
311,2
353,2
356,2
364,2
25,2
257,2
52,2
268,2
302,2
185,2
109,2
37,2
355,2
279,2
64,2
352,2
31,2
49,2
234,2
298,2
275,2
270,2
309,2
387,2
246,2
178,2
344,2
27,2
282,2
183,2
110,2
61,2
88,2
50,2
87,2
26,2
43,2
124,2
192,2
274,2
94,2
189,2
161,2
19,2
102,2
200,2
44,2
264,2
130,2
15,2
315,2
243,2
324,2
289,2
203,2
73,2
1,2
125,2
308,2
199,2
393,2
307,2
173,2
36,2
385,2
318,2
116,2
82,2
323,2
71,2
215,2
23,2
141,2
370,2
288,2
126,2
137,2
207,2
392,2
363,2
262,2
293,2
65,2
277,2
158,2
153,2
276,2
285,2
225,2
2,2
391,2
132,2
263,2
114,2
4,2
18,2
85,2
342,2
222,2
245,2
75,2
191,2
24,2
95,2
206,2
167,2
348,2
154,2
39,2
341,2
168,2
13,2
9,2
66,2
20,2
57,2
122,2
251,2
10,2
12,2
313,2
297,2
226,2
368,2
386,2
350,2
334,2
260,2
118,2
359,2
